"manufacturer","model","year","price","odometer","condition","type","size","paint_color","fuel","transmission","cylinders"
"chevrolet","cobalt",2009,3000,144859,NA,"sedan",NA,"white","gas","automatic","4 cylinders"
"hyundai","sonata",2017,11999,100284,NA,"sedan",NA,"white","gas","automatic","4 cylinders"
"jeep","cherokee",2014,11995,102498,"good","SUV","full-size","white","gas","automatic","4 cylinders"
"hyundai","genesis",2015,13995,59052,NA,"sedan",NA,"white","gas","automatic","6 cylinders"
"bmw","4 series 428i xdrive",2014,25590,66555,"good","other",NA,"white","gas","other",NA
"ford","taurus limited",2013,15750,38000,"like new",NA,NA,NA,"gas","automatic",NA
"gmc",NA,2014,35998,104,NA,NA,NA,NA,"diesel","automatic",NA
"dodge","dakota",2002,5995,138295,"good","truck","full-size","blue","gas","automatic","8 cylinders"
"chevrolet","silverado 3500hd",2019,34900,142100,"good","truck","full-size","white","diesel","automatic","8 cylinders"
NA,"FREIGHTLINER M2",2008,95000,79000,NA,"truck",NA,NA,"diesel","automatic",NA
"infiniti","fx35",2012,19324,42653,NA,"SUV",NA,"black","gas","automatic","6 cylinders"
"bmw","320i",2015,15000,77000,"excellent","sedan",NA,"white","gas","automatic","4 cylinders"
"chevrolet","malibu",2013,7440,121927,NA,"sedan",NA,"silver","gas","automatic","4 cylinders"
"buick","lesabre",2000,2995,109000,NA,"sedan",NA,NA,"gas","automatic",NA
"ford","f-250 sd king ranch crew cab 4wd lifted",2018,40995,89375,NA,"pickup",NA,"white",NA,"automatic",NA
"ram","2500 4x4 diesel",2005,12000,224000,"fair","pickup","full-size","red","diesel","automatic","6 cylinders"
"honda","fit base",2013,8500,62116,"excellent","hatchback","compact","grey","gas","automatic","4 cylinders"
"ford","econoline e350",1999,12450,162850,"excellent","van","full-size","black","gas","automatic",NA
"ford","f-150",2012,12995,151922,NA,NA,NA,NA,"gas","automatic",NA
"ford","escape",2017,17510,59241,NA,"SUV",NA,"white","gas","automatic","4 cylinders"
"ford","escape",2008,5995,112222,NA,"SUV",NA,NA,"gas","automatic",NA
"chrysler","town and country tourin",2015,12950,94673,NA,NA,NA,NA,"gas","automatic",NA
"toyota","tacoma",2018,34998,13619,NA,"pickup","compact","white","gas","automatic","6 cylinders"
"nissan","versa",2016,6850,54908,"like new",NA,NA,"silver","gas","automatic","4 cylinders"
"hyundai","tiburon gt",2008,6900,76000,"good","hatchback","mid-size","white","gas","automatic","6 cylinders"
"ford","fusion se",2016,11998,87077,NA,"other",NA,"silver","gas","automatic",NA
"chevrolet","silverado 1500",2012,19999,129685,NA,"other",NA,"black","gas","automatic",NA
"acura","rdx",2014,15999,81556,"excellent","SUV","full-size","blue","gas","automatic","6 cylinders"
"jeep","grand cherokee",2000,10900,89600,NA,"SUV",NA,NA,"gas","automatic","8 cylinders"
"ford","f-150",2017,29886,38322,"good","truck","full-size","grey","gas","automatic",NA
"honda","odyssey",2010,5695,217000,"good","mini-van","mid-size","black","gas","automatic","6 cylinders"
"volkswagen","jetta",2009,500,170495,"good","sedan","compact","black","gas","automatic","5 cylinders"
"infiniti","qx",2013,20995,105137,NA,"SUV",NA,"black","gas","automatic","8 cylinders"
"bmw","x5",2011,12995,75757,NA,"SUV",NA,"silver","diesel","automatic",NA
"ford","f-150 lariat",2012,0,165279,NA,"truck",NA,NA,"gas","automatic","8 cylinders"
"volkswagen","jetta",2016,12520,74529,NA,"sedan","compact","white","gas","automatic","4 cylinders"
"ford","flex",2019,0,34037,NA,"SUV",NA,"black","gas","automatic",NA
"toyota","tundra",2014,24995,77541,"excellent","pickup","full-size","blue","gas","automatic","8 cylinders"
"ford","mustang",2019,51999,14352,NA,"coupe",NA,"black","gas","manual","8 cylinders"
"gmc","yukon denali",2011,15995,135000,"excellent","SUV","full-size",NA,"gas","automatic",NA
NA,"saab 9-3 convertible",2004,4550,115000,"good","convertible","mid-size","grey","gas","automatic","4 cylinders"
"toyota","camry le",2009,7200,147990,"good","sedan",NA,"black","gas","automatic","4 cylinders"
"ford","fiesta",2018,18999,26159,NA,"sedan",NA,"white","gas","manual","4 cylinders"
"volkswagen","jetta",2014,10500,38000,"like new","sedan","full-size","grey","gas","automatic","4 cylinders"
"subaru","forester",2010,5995,177000,"excellent","wagon","full-size","blue","gas","automatic","4 cylinders"
"chevrolet","camaro",2014,12988,126000,"like new","convertible",NA,NA,"gas","automatic",NA
"volkswagen","rabbit",2006,10900,0,NA,"hatchback","compact","silver","gas","manual","5 cylinders"
"jeep","grand cherokee",2004,1988,263097,NA,"SUV",NA,"silver","gas","automatic",NA
"jeep","patriot",2008,5200,118000,NA,NA,NA,NA,"gas","automatic",NA
"hyundai","elantra gls",2012,5995,78000,NA,NA,NA,NA,"gas","manual",NA
"nissan","titan",2017,39995,42319,"good","truck","mid-size","silver","gas","automatic","8 cylinders"
"ford","f150 super cab raptor",2018,57590,6093,"good","pickup",NA,NA,"gas","automatic","6 cylinders"
"subaru","outback",2018,0,13924,NA,"SUV",NA,NA,"gas","automatic","4 cylinders"
"hyundai","veloster",2016,9450,79000,"excellent",NA,NA,NA,"gas","automatic","4 cylinders"
NA,"Cheverolet Avalanche",2002,9495,239868,"good","offroad","full-size","grey","gas","automatic","8 cylinders"
"ford","expedition limited 4x4 gas",2019,53999,28426,NA,"SUV",NA,"black","gas","automatic",NA
"mercedes-benz","e 350 sport",2013,15970,87475,"excellent","sedan",NA,NA,"gas","automatic","6 cylinders"
"ford","excursion limited 4x4",2005,15500,196000,"good","SUV","full-size","black","diesel","automatic","8 cylinders"
"honda","accord",1994,2300,212000,"good","sedan",NA,"brown","gas","automatic","4 cylinders"
"mazda","mazda3 s",2006,0,113808,NA,"wagon",NA,"grey","gas","manual",NA
"honda","cr-v",2020,24900,4,NA,NA,NA,NA,"gas","automatic",NA
"ford","fusion",2012,5800,146000,"good","sedan","mid-size","black","gas","automatic","4 cylinders"
"chevrolet","camaro",2013,17500,40000,"excellent","convertible",NA,"blue","gas","automatic","6 cylinders"
"chevrolet","cruze lt",2017,16590,21977,"excellent","hatchback",NA,NA,"gas","automatic","4 cylinders"
"honda","civic",2016,10990,142169,"excellent","sedan","full-size","grey","gas","automatic","4 cylinders"
NA,"Starcraft Xpress 22",2013,17500,122540,NA,"other",NA,"white","gas","other",NA
"subaru","impreza",2015,17877,39111,"excellent",NA,NA,"white","gas","automatic",NA
"toyota","highlander",2007,6995,165562,NA,"SUV",NA,"blue","gas","automatic",NA
"ford","f150 supercrew cab xl",2017,33990,37445,"good","pickup",NA,NA,"gas","automatic","6 cylinders"
NA,"hummer h2",2003,11500,184000,"good","SUV","full-size","black","gas","automatic","8 cylinders"
"honda","fit",2009,6895,85000,"excellent","hatchback","mid-size","grey","gas","automatic","4 cylinders"
"ford","f-350 leveled crew cab lariat 4x4 shortbed powerstroke",2019,64995,54057,NA,"pickup",NA,"black","other","automatic","8 cylinders"
"mercury","milan",2011,6695,73115,NA,NA,NA,"blue","gas","automatic",NA
"chevrolet","c20",1964,22000,110850,"good","truck","full-size","blue","gas","manual","8 cylinders"
"ford","f-150",2019,33900,33437,NA,"pickup",NA,"white","gas","automatic",NA
"chevrolet","tahoe",2007,13995,139176,"excellent","SUV",NA,"blue","gas","automatic","8 cylinders"
"ford","f150 xlt fx4 4x4 1/2 ton",2018,43999,22804,NA,"truck",NA,"black","gas","automatic",NA
"chevrolet","silverado 1500 lt crew cab z-71 4wd 6-speed automa",2013,21950,112778,NA,"pickup",NA,NA,"gas","automatic",NA
"audi","s5",2014,0,77633,NA,"coupe","sub-compact","blue","gas","automatic","6 cylinders"
"honda","civic lx-s",2009,7295,92887,"excellent","sedan","sub-compact","black","gas","automatic","4 cylinders"
"chevrolet","cobalt",2005,2500,127000,"good","sedan","mid-size","silver","gas","automatic","4 cylinders"
"hyundai","sonata gls",2013,10995,90875,"excellent","sedan",NA,"grey","gas","automatic","4 cylinders"
"ford","fusion",2006,4500,206901,NA,NA,NA,NA,"gas","automatic",NA
"ford","f-150",2013,19500,30468,"excellent","truck","full-size","silver","gas","automatic","6 cylinders"
NA,"F-150",NA,44995,25252,NA,"pickup",NA,"silver",NA,"automatic","6 cylinders"
"rover",NA,2012,13777,135689,NA,"SUV",NA,"brown","gas","automatic","8 cylinders"
"chevrolet","corvette",1999,12000,86000,NA,NA,NA,NA,"gas","automatic",NA
"hyundai","santa fe",2005,2500,204000,"good","SUV","mid-size","black","gas","automatic","4 cylinders"
"jeep","compass latitude sport",2018,18990,17811,"good","other",NA,"silver","other","other",NA
"chevrolet","traverse awd--2lt",2014,12500,78000,"excellent","SUV","mid-size","blue","gas","automatic","6 cylinders"
"jeep","liberty",2009,5200,164400,"excellent","SUV","mid-size","silver","gas","automatic","6 cylinders"
"dodge","challenger r/t plus coupe",2015,26990,59541,"good","coupe",NA,"red","gas","other","8 cylinders"
"mercedes-benz","e-class",2013,26982,20059,NA,"convertible","sub-compact",NA,"gas","automatic","6 cylinders"
NA,"freightliner refridgerator van",2016,34999,61638,"excellent","van",NA,NA,"diesel","automatic","4 cylinders"
"chrysler","aspen",2007,0,110951,"excellent","SUV","full-size","grey","gas","automatic","8 cylinders"
"chevrolet","express",2008,10995,123461,"good","van","full-size","red","gas","automatic","8 cylinders"
"chevrolet","camaro",2011,19788,90153,"excellent","coupe",NA,NA,"gas","manual",NA
"mini","cooper",2016,19995,39208,NA,NA,NA,NA,"gas","automatic",NA
"volkswagen","atlas",2018,0,42882,"like new",NA,NA,NA,"gas","automatic",NA
"honda","civic",2017,17865,71562,NA,NA,NA,"white","gas","automatic",NA
"chevrolet","tahoe",2020,58127,12024,NA,NA,NA,NA,"gas","automatic",NA
"dodge","journey",2009,80,174000,NA,"SUV",NA,NA,"gas","automatic","6 cylinders"
"ford","f-250",2017,36900,95810,NA,"pickup",NA,"silver","diesel","automatic",NA
"subaru","forester 2.5x premium",2012,7000,126000,"good","SUV","full-size","black","gas","automatic","4 cylinders"
"toyota","4runner sr5 4x4 gas suv",2019,41999,23607,NA,"SUV",NA,"silver","gas","automatic",NA
"chevrolet","malibu ls",2016,12600,76642,"good","sedan",NA,"silver","other","automatic",NA
"ford","f450",2006,11937,83000,NA,NA,NA,NA,"diesel","automatic",NA
"dodge","durango",2004,3994,168255,"excellent","SUV",NA,"blue","gas","automatic","8 cylinders"
"nissan","frontier sv",2013,18975,62039,NA,"pickup",NA,"black","gas","automatic",NA
"ford","mustang",2017,30480,13833,NA,NA,NA,NA,"gas","automatic",NA
"nissan","versa",2012,7432,66924,NA,"hatchback",NA,NA,"gas","automatic",NA
"chrysler","town and country tourin",2015,12950,94673,NA,NA,NA,NA,"gas","automatic",NA
"hyundai","elantra",2016,9998,50867,"excellent","sedan",NA,"blue","gas","automatic",NA
"ram","3500 chassis cab",2018,45995,126565,"excellent","truck","full-size","white","diesel","automatic","6 cylinders"
"lincoln","continental",1997,2995,123000,"good",NA,"full-size",NA,"gas","automatic","8 cylinders"
"audi","a5 premium plus coupe 2d",2014,25990,21048,"good","coupe",NA,"black","gas","automatic",NA
"chrysler","crossfire",2005,10000,28700,"like new","convertible","sub-compact","blue","gas","manual","6 cylinders"
"chevrolet","silverado 1500",2020,37850,30056,NA,NA,NA,"black","gas","automatic",NA
NA,"oldsmobile silhouette",2001,3000,93001,"good","mini-van","full-size","green","gas","automatic","6 cylinders"
"honda","crv - awd",2009,7500,190000,"good","SUV",NA,"blue","gas","automatic",NA
"hyundai","sonata limited sedan 4d",2015,16590,39983,"good","sedan",NA,"blue","gas","automatic",NA
"chevrolet","blazer",2004,700,200000,NA,NA,NA,NA,"gas","automatic",NA
"mazda","mazda3",2012,3900,109200,"good","sedan","mid-size","silver","gas","manual",NA
"ford","f-350 sd",2001,28999,106766,"good","truck","full-size","custom","diesel","automatic","8 cylinders"
"mercury","monterey",2005,4400,176938,"excellent","mini-van",NA,"grey","gas","automatic",NA
"kia","amanti",2005,2895,199279,"excellent","sedan",NA,"custom","gas","automatic","6 cylinders"
NA,"Mercedez benz C",2003,6900,85196,NA,NA,NA,NA,"gas","automatic","4 cylinders"
"chrysler","200 limited",2015,11595,57615,"like new","sedan",NA,NA,"gas","automatic","4 cylinders"
"toyota","corolla le",2019,15000,17000,"excellent","sedan","mid-size","red","gas","automatic","4 cylinders"
"ford","c-max hybrid",2018,17997,26395,NA,"sedan",NA,"silver","hybrid","automatic","4 cylinders"
"toyota","tacoma",2019,39194,12000,NA,"pickup","compact","custom","gas","automatic","6 cylinders"
NA,"scion xb",2006,4950,134500,"good",NA,NA,NA,"gas","manual",NA
"bmw","x3 xdrive35i",2015,19995,56003,"like new","SUV","full-size","black","gas","automatic","6 cylinders"
"jeep","grand cherokee",2019,32493,33050,NA,"SUV",NA,"white","gas","automatic","6 cylinders"
"bmw","328i xdrive",2009,6971,129259,NA,"sedan",NA,"black","gas","automatic","6 cylinders"
"buick","lecerne cxl",2011,8495,119098,"excellent",NA,NA,NA,"gas","automatic",NA
"chevrolet","cruze",2017,11599,40565,NA,"sedan",NA,NA,"gas","automatic","4 cylinders"
"mazda","mazda3",2014,8495,120140,"good","sedan",NA,"white","gas","automatic","4 cylinders"
"chevrolet","spark",2017,9485,24185,"excellent",NA,NA,"silver","gas","automatic",NA
NA,"Scion",2013,17500,36000,NA,NA,NA,NA,"gas","manual",NA
"bmw","535i",2012,16500,49400,"excellent","sedan",NA,"black","gas","automatic","6 cylinders"
"subaru","impreza wrx sedan new clutch and timing belt",2008,10400,137988,"excellent","sedan","sub-compact","grey","gas","manual","4 cylinders"
"ford","f350 4x4 long bed",1999,13500,240000,"excellent","truck","full-size","white","diesel","automatic","8 cylinders"
"ford","escape",2017,17988,43239,NA,"SUV",NA,"black","gas","automatic","4 cylinders"
"honda","accord sedan",2015,15997,38969,"excellent","sedan","mid-size","silver","gas","automatic","4 cylinders"
"ram",NA,2006,5800,245000,"good",NA,NA,NA,"gas","automatic","8 cylinders"
"gmc","savana",2011,14995,107327,"excellent","van","full-size","white","gas","automatic","8 cylinders"
"kia","potima",2008,2900,144231,"excellent",NA,NA,NA,"gas","automatic",NA
"mercedes-benz","gla",2018,29995,28995,NA,"SUV","compact","brown","gas","automatic","4 cylinders"
"dodge","durango",2011,0,132571,NA,"SUV",NA,"black","gas","automatic",NA
"ford","focus",2017,7500,54698,"new",NA,"compact","silver","gas","automatic","6 cylinders"
"ford","escape",2019,0,3510,"excellent","SUV",NA,"black","gas","automatic",NA
"ford","ranger supercab xlt 4x4",2000,6995,155770,NA,NA,NA,NA,"gas","automatic",NA
"toyota","venza awd v6",2010,6995,190000,"excellent","sedan",NA,"grey","gas","automatic","6 cylinders"
"ford","escape xlt",2012,8695,112000,NA,NA,NA,NA,"gas","automatic",NA
"gmc","2500 savana cargo",2005,6950,171900,"good","van",NA,"white","gas","automatic","8 cylinders"
"dodge","dart",2015,7995,117000,"excellent","sedan",NA,"black","gas","manual",NA
NA,"smart car fortwo passion",2016,8000,23000,"excellent",NA,"compact","orange","gas","automatic","3 cylinders"
"buick","encore",2017,16500,8526,NA,"SUV",NA,"silver","gas","automatic","4 cylinders"
"ford","focus se hatchback 4d",2017,12990,29723,"good","hatchback",NA,"red","gas","automatic",NA
"volkswagen","golf",2013,6995,103010,"excellent","hatchback",NA,"red","gas","automatic","5 cylinders"
"ford","escape",2017,0,22731,NA,"SUV",NA,"blue","gas","automatic",NA
"chevrolet","silverado 2500 ext cab w/t 4x4",2005,22999,64153,NA,"pickup",NA,"white","diesel","automatic","8 cylinders"
"ram","1500",2019,44400,20332,NA,NA,NA,NA,"gas","automatic","8 cylinders"
"rover","velar",2020,28950,9717,NA,"SUV","mid-size","black","gas","automatic","4 cylinders"
"ford","escape se fwd gas suv auto",2015,11499,99762,NA,"SUV",NA,"grey","gas","automatic",NA
"cadillac","dts premium",2011,7995,116457,"excellent","sedan","full-size","white","gas","automatic","8 cylinders"
"honda","accord lx",2001,2700,188900,NA,NA,NA,NA,"gas","manual",NA
"ford","f150 super cab",2015,15877,168210,NA,"pickup",NA,"white","other","automatic","6 cylinders"
"chevrolet","silverado",2019,24990,13461,"excellent","truck","full-size","white","gas","automatic","8 cylinders"
"ford","explorer",2017,25495,32837,NA,NA,NA,NA,"gas","automatic",NA
"ford","explorer",2011,12990,126366,NA,"SUV",NA,"silver","gas","automatic",NA
"chevrolet","tahoe",2015,33750,59727,"excellent","SUV","full-size","white","gas","automatic","8 cylinders"
"gmc","envoy",2006,5995,172191,"good","wagon",NA,"red","gas","automatic","8 cylinders"
"subaru","legacy",2017,16000,36442,NA,"sedan",NA,NA,"gas","automatic","4 cylinders"
"toyota","rav4",2009,9499,112599,NA,"other",NA,"silver","gas","automatic",NA
"lincoln","mkx",2013,13500,94286,NA,"sedan",NA,"white","gas","automatic","6 cylinders"
"chevrolet","cruze",2011,6495,118208,"excellent","sedan","compact","blue","gas","automatic","4 cylinders"
"chevrolet","camaro",2017,28999,26242,"excellent","coupe","mid-size","white","gas","other",NA
"chevrolet","malibu lt",2011,0,111000,"good","sedan","full-size","silver","gas","automatic","4 cylinders"
"chevrolet","silverado 1500",2017,0,122626,NA,"pickup","full-size","silver","gas","automatic","8 cylinders"
"ford","e450 dually rwd 1 1/2 ton",2015,29999,33123,NA,"van",NA,"white","gas","automatic",NA
NA,"RAMBLER AMBASSADOR",1961,4650,78000,"good","sedan","mid-size","custom","gas","automatic","8 cylinders"
"chevrolet","colorado",2018,25515,9647,NA,"truck",NA,"red","gas","automatic","4 cylinders"
"ram","1500 classic express automatic",2019,29000,11131,NA,"pickup",NA,"black","gas","automatic",NA
"lexus","lx",2004,21995,101961,NA,"SUV",NA,"white","gas","automatic",NA
"dodge","grand caravan",2007,18000,33300,"good","mini-van","mid-size","white","gas","automatic","6 cylinders"
"chevrolet","silverado 1500 work truck",2014,259,131440,NA,NA,NA,NA,"gas","automatic","other"
"bmw","325ci",2006,8999,107754,"excellent","convertible",NA,NA,"gas","manual","6 cylinders"
"ford","mustang gt",1996,1400,100865,"salvage","coupe",NA,"black","gas","manual","8 cylinders"
"ford","econoline e250 cargo van",2002,3995,271822,"excellent","van","full-size","white","gas","automatic","6 cylinders"
"ford","transit passenger wagon",2018,13499,7200,NA,"van",NA,"white","gas","other","6 cylinders"
"chrysler","voyager",2002,2100,2202,"good","mini-van","mid-size","custom","gas","automatic","6 cylinders"
"chevrolet","camaro z28 ss",1999,7200,46500,"excellent","convertible",NA,"black","gas","automatic","8 cylinders"
"mazda","3",2011,8900,57000,"like new","hatchback","compact","silver","gas","automatic","4 cylinders"
"nissan","juke",2011,8950,102115,"excellent","wagon",NA,"blue","gas","other","4 cylinders"
"jeep","grand cherokee",2018,32000,23465,NA,"SUV",NA,"silver","gas","automatic","6 cylinders"
"gmc","sierra 1500",2008,14995,128487,"excellent","pickup","full-size","white","gas","automatic","8 cylinders"
"ford","f-250 super duty",2017,23599,17312,NA,"pickup","full-size","white","gas","automatic","8 cylinders"
"toyota","corolla",2009,1999,179000,"good","sedan","compact","green","gas","automatic","4 cylinders"
"ford","f150",2019,23250,2800,"like new","truck",NA,NA,"gas","automatic","6 cylinders"
"nissan","frontier",2019,28990,25838,NA,"pickup",NA,"black","gas","automatic",NA
NA,"chevorlet suburban",1997,2000,252000,"fair","SUV","full-size","green","gas","automatic","8 cylinders"
"ford","focus",2013,4500,139000,"excellent","sedan","full-size","white","gas","automatic","4 cylinders"
"ford","f-150",2004,3800,161000,"excellent","pickup","full-size","green","gas","automatic","6 cylinders"
"jeep","wrangler unlimited",2010,28900,88300,"excellent",NA,NA,"black","gas","manual","6 cylinders"
"chevrolet","express g1500",2006,0,122403,NA,"van",NA,"white","gas","automatic","other"
"honda","accord sedan",2009,5480,213939,NA,"sedan",NA,"black","gas","automatic","4 cylinders"
"ford","mustang convertible lx",1986,5995,32357,"good","convertible","mid-size","white","gas","automatic","6 cylinders"
"ford","f-150",2012,37998,101589,NA,"pickup",NA,"black","gas","automatic",NA
"audi","a4 quattro",2007,5495,154780,"excellent","sedan","mid-size","silver","gas","automatic","4 cylinders"
"toyota","highlander",2016,22912,112525,"excellent","SUV","mid-size","blue","gas","automatic","6 cylinders"
"chevrolet","hhr",2007,1700,190000,"good","hatchback","mid-size","red","gas","automatic","6 cylinders"
"honda","civic",2010,7880,123364,NA,"sedan",NA,"blue","hybrid","automatic","4 cylinders"
"lexus","es 350",2013,18689,58763,NA,"sedan","mid-size","silver","gas","automatic","6 cylinders"
"honda","civic si",2011,9000,118000,"excellent",NA,NA,NA,"gas","manual",NA
"nissan","altima",2017,257,18007,NA,"sedan","mid-size","red","gas","automatic","4 cylinders"
"honda","civic coupe",2012,9600,64200,"good","coupe","compact","silver","gas","automatic","4 cylinders"
"jeep","renegade",2017,19278,38547,NA,NA,NA,"orange","gas","automatic",NA
NA,"Suzuki XL-7",2003,2988,194900,"good","SUV","full-size","white","gas","automatic","6 cylinders"
"chevrolet","trax",2018,14999,32968,NA,"SUV",NA,NA,"gas","automatic","4 cylinders"
"acura","tl",2010,10988,111316,NA,"sedan",NA,NA,"gas","automatic",NA
"audi","q3 premium plus sport",2016,21990,62981,"good","SUV",NA,"black","gas","automatic",NA
"ram","1500",2017,30399,36542,NA,"truck",NA,"red","gas","automatic","8 cylinders"
"audi","q5",2013,10500,135000,"like new",NA,NA,NA,"gas","automatic","4 cylinders"
"hyundai","tucson se",2017,15995,39141,"good","other",NA,"black","gas","automatic","4 cylinders"
"buick","lacrosse",2015,15995,66370,NA,"sedan",NA,"black","gas","automatic",NA
"honda","cr-v ex sport utility 4d",2014,16990,60467,"good","SUV",NA,"brown","gas","other",NA
"chevrolet","cruze",2014,7995,55985,NA,NA,NA,NA,"gas","automatic",NA
"ford","f-150",2017,34900,33799,"excellent","truck","mid-size","grey","gas","automatic","6 cylinders"
"ford","f-250",2019,48999,76466,NA,"pickup",NA,"white","other","automatic",NA
"acura","tl",2005,2650,135000,"good","sedan","mid-size","black","gas","automatic","6 cylinders"
"toyota","camry",2015,12995,147787,NA,"sedan",NA,"black","gas","automatic",NA
"lexus","is250 awd luxury-sport sed",2014,19950,91806,NA,NA,NA,NA,"gas","automatic",NA
"dodge","dakota",1999,3500,131148,"fair","truck","mid-size","red","gas","manual","6 cylinders"
"chrysler","300",2008,4000,186000,"good","sedan","full-size","white","gas","automatic","6 cylinders"
"ford","f-150 stx 4x4",2017,0,115942,"excellent","truck",NA,NA,"other","automatic",NA
"ford","f-250 super duty",2017,44900,34227,"excellent","truck","full-size","red","diesel","automatic","8 cylinders"
"mercury","montego",2006,5780,91768,"excellent",NA,NA,"blue","gas","automatic",NA
"ford","ranger",2011,9500,110021,NA,NA,NA,"white","other","automatic",NA
"gmc","sierra 1500",2014,33877,44243,NA,"truck",NA,"white","gas","automatic","8 cylinders"
"lincoln","mks",2010,9495,92000,"excellent","sedan",NA,"green","gas","automatic","6 cylinders"
"pontiac","firebird",1979,6885,42180,NA,NA,NA,"yellow","gas","automatic","8 cylinders"
"toyota","camry le",2004,3700,243000,"excellent","sedan",NA,NA,"gas","automatic","4 cylinders"
"toyota","tacoma",2010,15500,185458,"good","truck","full-size","grey","gas","manual","6 cylinders"
"hyundai","sonata se sedan 4d",2016,12400,84275,"like new","sedan",NA,"black","gas","automatic","4 cylinders"
"gmc","acadia slt-1",2019,27950,39958,NA,"SUV",NA,"black","gas","automatic","6 cylinders"
"mitsubishi","mighty max",1988,4450,150000,"excellent","pickup","compact","blue","gas","manual","4 cylinders"
"dodge","grand caravan sxt",2014,24733,53280,"excellent","mini-van","mid-size","silver","gas","automatic","6 cylinders"
"ford","taurus",2014,4000,117000,NA,"sedan","full-size","white","gas","automatic","6 cylinders"
"toyota","fj cruiser off road pkg w",2014,29900,90074,NA,"SUV",NA,"black","gas","automatic",NA
NA,"Saab 9-5 2.3T Aero",2006,3150,166500,"good","sedan","mid-size","black","gas","automatic","4 cylinders"
"ford","mustang",2012,9800,121000,"excellent",NA,NA,NA,"gas","manual","6 cylinders"
"ford","f250",2015,14900,144857,NA,NA,NA,"white","gas","automatic","8 cylinders"
"jeep","cherokee",2017,24998,38729,NA,"SUV",NA,NA,"gas","automatic","6 cylinders"
"mercedes-benz","benz 97 sl320 sport",1997,6500,156000,"good","convertible","mid-size","black","gas","automatic","6 cylinders"
"jeep","wranger x tj",2006,16000,84160,NA,"SUV",NA,"yellow","gas","manual","6 cylinders"
"honda","accord",2010,8999,80000,"excellent","sedan",NA,"grey","gas","automatic","4 cylinders"
"audi","a4 3.2 quattro",2009,8898,78000,"good","sedan","mid-size","red","gas","automatic","6 cylinders"
"dodge","dakota",2005,7988,201267,NA,NA,NA,"white","gas","automatic",NA
"nissan","altima 2.5 s",2018,15600,31230,"excellent","sedan","mid-size","white","gas","automatic","4 cylinders"
"ford","escape s",2014,8990,87000,"excellent","SUV",NA,"black","gas","automatic","4 cylinders"
"honda","cr-v",2018,99,37513,NA,NA,"full-size","custom","gas","automatic",NA
"mercury","sable",2002,3388,65590,NA,"wagon",NA,NA,"gas","automatic",NA
"chrysler","200",2015,7000,111000,"good",NA,NA,"blue","gas","automatic","4 cylinders"
NA,"F550 Super Duty",2012,39950,70000,"excellent","bus",NA,NA,"diesel","automatic","8 cylinders"
"lexus","ls",2009,21900,51826,NA,"sedan",NA,NA,"gas","automatic",NA
"ford","focus",2006,2000,177000,"excellent","hatchback","compact","red","gas","automatic","4 cylinders"
"chevrolet","cruze",2017,13858,32586,NA,"sedan","compact","white","gas","automatic",NA
"ram","1500",2018,0,19955,"excellent","truck","mid-size",NA,"gas","automatic","6 cylinders"
"cadillac","sedan deville",1962,7995,63711,"good","sedan",NA,"custom","gas","manual","8 cylinders"
"chrysler","sebring",2009,1900,195000,NA,NA,NA,NA,"gas","automatic",NA
"ford","fusion hybrid",2018,13983,47156,NA,"sedan","mid-size","custom","hybrid","automatic","4 cylinders"
"ram","1500 rebel",2020,51500,928,NA,NA,NA,NA,"gas","automatic","8 cylinders"
"subaru","wrx",2018,18000,0,NA,"sedan",NA,NA,"gas","automatic","4 cylinders"
"jeep","compass",2012,7995,97638,"excellent","SUV",NA,"grey","gas","automatic","4 cylinders"
"toyota","avalon",2015,17890,88214,NA,"sedan",NA,"black","gas","automatic","6 cylinders"
"buick","verano",2016,15000,50011,NA,"sedan",NA,"silver","other","automatic",NA
"toyota","4 runner",1995,3900,166000,"good","SUV","mid-size","brown","gas","manual","6 cylinders"
"chrysler","200 limited",2016,0,83851,"like new","sedan",NA,"silver","gas","automatic","4 cylinders"
"mazda","protege",2002,2495,168000,NA,NA,NA,NA,"gas","manual",NA
"bmw","x5",2012,15495,74000,"excellent","SUV","mid-size","grey","gas","automatic","6 cylinders"
"cadillac","escalade awd",2009,9995,165000,"excellent","SUV","full-size","black","gas","automatic","8 cylinders"
"volvo","s60",2009,6950,116102,"excellent","sedan",NA,"white","gas","automatic","5 cylinders"
"mercedes-benz","c-class",2014,99,26215,NA,"sedan","full-size","white","gas","automatic",NA
"ford","fusion",2018,0,24932,NA,NA,NA,"red","gas","automatic",NA
"ford","super duty f-250 srw",2013,18995,223835,"excellent",NA,"full-size","white","diesel","automatic","8 cylinders"
"mercedes-benz","glk-class",2012,0,85992,NA,"SUV",NA,"silver","gas","automatic",NA
"volkswagen","tiguan",2017,12995,46777,"excellent","SUV",NA,"blue","gas","automatic","4 cylinders"
"honda","odyssey se",2016,19944,59577,"good","van",NA,NA,"other","automatic",NA
"kia","soul",2015,12980,51501,"excellent",NA,NA,"black","gas","automatic","4 cylinders"
NA,"Oldsmobile Cutlass Supreme V8",1970,21000,57000,"excellent","convertible","full-size","orange","gas","manual","8 cylinders"
"audi","q5",2012,14999,110000,NA,NA,NA,NA,"gas","automatic",NA
"chevrolet","silverado 3500 hd",2012,27995,70215,NA,NA,NA,"black","gas","automatic",NA
